id_ip,group,group_class
372805,end-device,wifi client
372807,end-device,wifi client
372837,end-device,
372840,end-device,wifi client
372842,end-device,workstation
372859,end-device,wifi client
372865,end-device,wifi client
372871,end-device,workstation
372883,end-device,workstation
372898,end-device,
372923,end-device,wifi client
372924,end-device,workstation
372950,end-device,workstation
372951,end-device,workstation
372953,end-device,
372955,end-device,workstation
372978,end-device,workstation
372981,end-device,wifi client
372984,end-device,
372987,end-device,workstation
373002,end-device,wifi client
373005,server,mail server
373042,end-device,
373062,end-device,wifi client
373063,server,
373076,end-device,wifi client
373095,end-device,wifi client
373104,end-device,workstation
373131,end-device,wifi client
373141,end-device,ip camera
373154,end-device,
373155,end-device,wifi client
373176,end-device,workstation
373186,end-device,
373189,end-device,workstation
373204,server,
373242,end-device,wifi client
373275,end-device,wifi client
373276,server,metacentrum
373291,end-device,wifi client
373292,end-device,
373305,end-device,workstation
373316,end-device,workstation
373326,end-device,wifi client
373330,end-device,wifi client
373332,end-device,workstation
373336,end-device,workstation
373355,end-device,wifi
373359,end-device,wifi client
373361,end-device,workstation
373362,net-device,wifi router
373363,end-device,wifi client
373364,server,data server
373366,end-device,workstation
373376,end-device,wifi client
373385,end-device,wifi client
373413,end-device,wifi client
373415,end-device,
373435,end-device,wifi client
373451,end-device,workstation
373453,end-device,wifi client
373482,end-device,workstation
373516,end-device,wifi client
373557,end-device,wifi client
373563,end-device,workstation
373565,end-device,wifi client
373573,end-device,
373575,end-device,
373588,end-device,voip
373596,end-device,workstation
373617,server,vpn server
373673,end-device,wifi client
373674,end-device,
373687,end-device,workstation
373688,end-device,
373692,server,cloud
373707,end-device,wifi client
373710,end-device,wifi client
373711,end-device,workstation
373735,end-device,wifi client
373737,end-device,
373748,server,vpn server
373765,end-device,workstation
373786,end-device,wifi client
373807,end-device,wifi client
373810,end-device,workstation
373826,end-device,voip
373844,end-device,workstation
373879,end-device,
373889,end-device,workstation
373899,end-device,wifi client
373953,end-device,wifi client
374003,server,web server
374004,end-device,wifi client
374025,end-device,workstation
374033,end-device,
374049,end-device,workstation
374061,end-device,wifi client
374070,end-device,wifi client
374072,end-device,wifi client
374073,end-device,wifi client
374086,end-device,wifi client
374102,end-device,
374114,end-device,wifi client
374116,end-device,
374127,end-device,wifi client
374128,end-device,
374132,end-device,wifi client
374134,end-device,
374143,end-device,workstation
374145,end-device,
374156,server,
374160,end-device,wifi client
374173,end-device,workstation
374178,end-device,
374193,end-device,workstation
374199,end-device,wifi client
374210,server,vpn server
374213,end-device,workstation
374232,end-device,wifi client
374233,end-device,workstation
374234,end-device,workstation
374240,end-device,wifi client
374250,end-device,wifi client
374254,end-device,
374263,end-device,workstation
374271,end-device,
374290,end-device,workstation
374302,end-device,wifi client
374303,server,cloud
374334,end-device,workstation
374348,end-device,wifi client
374357,end-device,
374364,end-device,workstation
374373,end-device,wifi client
374384,end-device,
374392,net-device,core router
374396,end-device,wifi client
374401,end-device,
374404,end-device,wifi client
374435,end-device,workstation
374458,end-device,workstation
374468,server,vpn server
374469,end-device,
374474,end-device,
374475,end-device,wifi client
374481,end-device,workstation
374489,end-device,wifi client
374494,end-device,wifi client
374514,end-device,wifi client
374519,end-device,wifi client
374528,end-device,wifi client
374534,server,vpn server
374542,end-device,wifi client
374549,server,cloud
374554,end-device,workstation
374556,server,cloud
374564,net-device,core router
374575,end-device,workstation
374595,end-device,
374612,end-device,
374627,end-device,wifi client
374630,end-device,wifi client
374631,end-device,
374634,end-device,wifi client
374642,end-device,workstation
374647,end-device,wifi client
374648,end-device,wifi client
374652,end-device,wifi client
374662,end-device,wifi client
374663,end-device,
374681,end-device,workstation
374685,end-device,workstation
374686,end-device,wifi client
374702,end-device,wifi client
374736,server,vpn server
374738,end-device,
374740,end-device,wifi client
374757,end-device,wifi client
374763,end-device,wifi client
374765,end-device,wifi client
374784,end-device,workstation
374794,end-device,wifi client
374801,server,
374804,end-device,wifi client
374843,end-device,wifi client
374877,end-device,workstation
374878,end-device,
374894,end-device,workstation
374912,end-device,wifi client
374913,end-device,workstation
374916,end-device,wifi client
374953,server,nas server
374961,end-device,wifi client
374970,end-device,wifi client
374986,end-device,wifi client
375066,server,metacentrum
375070,end-device,wifi client
375102,end-device,wifi client
375111,end-device,workstation
375125,server,metacentrum
375135,end-device,
375153,end-device,wifi client
375170,end-device,
375194,end-device,workstation
375207,end-device,workstation
375211,end-device,wifi client
375218,end-device,
375249,end-device,workstation
375254,end-device,workstation
375258,end-device,
375293,net-device,wifi router
375294,end-device,wifi client
375306,end-device,wifi client
375325,end-device,workstation
375326,end-device,wifi client
375369,end-device,workstation
375377,end-device,wifi client
375382,end-device,workstation
375397,end-device,workstation
375400,end-device,
375409,end-device,workstation
375437,end-device,
375441,end-device,workstation
375471,end-device,
375483,end-device,wifi client
375494,end-device,wifi client
375495,end-device,workstation
375502,end-device,
375528,end-device,workstation
375550,end-device,workstation
375552,end-device,wifi client
375561,end-device,wifi client
375562,server,vpn server
375566,end-device,workstation
375567,end-device,wifi client
375569,end-device,wifi client
375579,end-device,workstation
375580,end-device,wifi client
375591,end-device,wifi client
375605,end-device,workstation
375609,end-device,wifi client
375623,end-device,wifi client
375653,end-device,workstation
375662,end-device,workstation
375684,end-device,workstation
375693,end-device,wifi client
375707,end-device,
375727,server,vpn server
375731,end-device,workstation
375732,end-device,workstation
375737,end-device,wifi client
375746,end-device,wifi client
375749,end-device,workstation
375761,end-device,wifi client
375767,end-device,
375768,server,vpn server
375771,server,
375781,net-device,wifi router
375786,end-device,wifi client
375789,end-device,workstation
375794,end-device,wifi client
375795,end-device,wifi client
375804,end-device,wifi client
375810,end-device,
375811,end-device,wifi client
375828,end-device,wifi client
375834,end-device,workstation
375837,end-device,workstation
375838,end-device,wifi client
375839,end-device,workstation
375845,server,vpn server
375850,end-device,wifi client
375861,end-device,wifi client
375877,end-device,
375886,end-device,workstation
375907,end-device,wifi client
375908,end-device,wifi client
375910,end-device,wifi client
375911,end-device,
375912,end-device,
375914,end-device,wifi client
375916,server,
375917,end-device,wifi client
375923,end-device,
375927,end-device,wifi client
375936,end-device,wifi client
375942,end-device,wifi client
375951,end-device,wifi client
375959,end-device,workstation
375962,end-device,workstation
375966,end-device,wifi client
375971,end-device,wifi client
375988,end-device,workstation
376014,end-device,wifi client
376024,end-device,wifi client
376025,end-device,workstation
376036,end-device,wifi client
376062,end-device,workstation
376064,end-device,
376091,end-device,workstation
376094,end-device,wifi client
376125,end-device,wifi client
376133,end-device,wifi client
376146,server,vpn server
376154,end-device,wifi client
376185,end-device,
376212,end-device,
376213,end-device,wifi client
376228,end-device,workstation
376229,end-device,
376243,end-device,workstation
376255,end-device,workstation
376257,end-device,
376273,end-device,wifi client
376292,end-device,wifi client
376295,end-device,
376314,end-device,wifi client
376320,server,nas server
376323,end-device,
376381,end-device,workstation
376401,end-device,wifi client
376415,end-device,wifi client
376420,end-device,wifi client
376432,end-device,wifi client
376433,end-device,workstation
376438,server,
376445,end-device,wifi client
376450,end-device,wifi client
376475,net-device,core router
376486,end-device,wifi client
376488,end-device,workstation
376489,end-device,workstation
376499,end-device,
376501,end-device,wifi client
376502,end-device,wifi client
376508,end-device,
376519,end-device,
376521,end-device,wifi client
376540,end-device,workstation
376549,end-device,
376556,server,
376574,end-device,
376581,end-device,wifi client
